student_id_number,term_code,class_nbr,completed_flag,official_grade,acad_plan,hours_carried
67027,6,5806,1,B,BS6180,16
67027,5,7531,1,B+,ND1201,15
67243,5,7881,1,C,BA4101,15
67243,5,7532,1,B,BA4101,15
85383,5,12560,1,A,ND1205,15
67242,6,5614,1,S,BC5370,18
67246,5,10537,1,A,ND1201,17
67253,5,7882,1,D+,ND9961,17
67251,5,7881,1,C+,BC5371,16
67251,6,5599,1,A,BC5371,16
67247,5,7512,1,A,ND1220,15
67255,5,7876,1,D+,ND1206,15
67255,5,10544,1,C-,ND1206,15
67255,6,5945,1,B,ND1206,18
67254,5,7514,0,FS,ND1220,17
67256,5,10545,1,B,ND1220,16
67249,6,5535,1,A,BS5327,15
67257,6,5503,1,A,BB6158,15
67258,5,7552,1,A,ND1201,15
67258,6,9611,1,A-,ND1201,16
67261,6,5522,0,WF,BS7254,17.5
67268,6,5496,1,C+,BS6317,16
67265,6,5500,1,A-,BS6317,16
68123,6,5500,1,B+,BB6125,16
85407,4,6271,1,C,ND1206,15
67264,6,5519,1,A,BS8167,15
68125,6,5531,1,S,BF5155,12
68125,5,7512,0,WP,BF5155,15.5
92249,5,15323,0,DROP,AA1110,10
92249,4,13388,0,DROP,AA1110,7
68131,5,7879,1,C,ND1206,15
68130,5,7512,1,B,BS4242,17
92251,4,14959,1,B,BA4101,14
85417,5,7520,1,B,BB6156,16
68138,6,5518,1,A-,BB6158,15
68135,5,7974,0,WF,BS2126,11
68141,6,5519,1,A,BC5373,16
68139,5,7888,1,D+,ND0810,17
68136,5,6723,0,DROP,BS3314,15
68136,5,6617,1,A,BS3314,15
68137,5,7552,1,B+,ND0210,17
68143,6,5502,1,A,BS8171,16
68395,5,7974,1,B-,BB6127,17
68391,6,4645,1,B,ND0407,15
68391,6,4795,0,DROP,ND0407,15
68150,5,7875,1,C-,ND1201,15
68150,5,7533,1,A,ND1201,15
68393,6,5807,1,B+,BS6309,15
68393,6,5531,1,A,BS6309,15
68149,6,5502,1,A,BA4203,15
68158,5,7539,1,A,BB1926,15
68146,6,5512,1,S,ND0610,18
68148,5,7884,1,A-,BS6306,17
68148,5,7543,1,A,BS6306,17
68145,6,4645,1,A,BS2127,16
68145,6,4795,0,DROP,BS2127,16
68144,6,5613,1,A,BA4406,15
68397,5,7513,1,A,ND9961,17
68404,6,4645,1,C,BS7257,16
68404,6,5522,1,C+,BS7257,16
68404,6,4795,0,DROP,BS7257,16
68405,6,4646,1,C-,BS7274,16
68405,6,4762,0,DROP,BS7274,16
68410,5,7540,1,B,ND1105,15
68403,6,9612,1,S,ND1201,16
68406,5,6617,1,B,BS3321,16
68406,5,6725,0,DROP,BS3321,16
69308,5,7522,0,I,ND1201,15
68411,5,7558,1,A-,BA4253,15
68402,5,7541,0,WP,BA5290,15.5
68412,5,6719,0,DROP,BA2129,16
68412,5,6616,0,FS,BA2129,16
92255,4,12879,1,A-,ND1205,17
69301,5,7522,1,A,ND1201,11
69300,5,6618,0,DROP,BS0411,15
69300,5,6615,1,A,BS0411,15
69299,6,5512,1,A-,ND0610,15
69293,5,6620,0,DROP,BS3310,18
69293,5,6615,1,C+,BS3310,18
68417,6,5614,1,S,BS8167,18
68415,6,4645,1,C+,BS2121,16
68415,6,5523,1,A,BS2121,16
68415,6,4795,0,DROP,BS2121,16
68414,6,5505,1,A,ND0210,15
69324,5,7887,1,A,BA4101,18
69324,6,14107,1,A,BA4101,7
69317,6,9611,1,B,BS7269,13
69317,6,5537,1,S,BS7269,13
69321,6,4645,1,A,BS3311,17
69321,6,4647,0,DROP,BS3311,17
69322,5,7887,1,C+,ND0407,15
69313,5,7878,1,B-,ND1206,15
69313,5,7517,1,B,ND1206,15
69311,5,7880,0,WF,ND1201,18
69311,5,10540,1,C-,ND1201,18
69310,5,10538,1,A,ND1201,17
69309,6,5510,1,A,BB6158,16
69566,6,5516,1,A,BS7260,17
69565,6,5810,1,S,BS6308,16
69565,5,10541,1,B,BA4253,15
69334,5,7875,0,WP,BS6306,16
69328,6,4813,0,DROP,BS8171,14.5
69328,6,4646,1,A-,BS8171,14.5
69333,5,7974,1,D+,BS5327,15
69325,6,5509,1,B,ND0610,17
69582,6,5520,1,C,BS3310,10
69582,6,4646,0,NC,BS3310,10
69582,6,4796,0,DROP,BS3310,10
81209,4,5943,1,A,ND0407,12
81209,5,7879,0,WP,ND0407,17
69586,5,7522,1,B,ND1206,15
69586,6,5944,1,B+,ND1206,17
84864,6,5664,1,A,ND0407,16
69575,5,7524,1,B,ND1206,17
69578,5,10542,1,A,BA4101,15
69574,5,7515,1,D,BS6306,16
69574,6,5809,1,B,BS6306,20
69573,5,7533,1,A,BC5363,16
67065,5,10532,1,B-,BA4211,15
67066,5,7546,1,C+,BS7269,17
67064,6,5611,1,B,BS2121,13
67062,6,5526,1,A,ND0610,15
67061,6,5808,0,WF,BA4101,17
67077,5,7542,1,B+,BS7269,17
67073,6,5509,1,S,BB6121,15
67080,5,10545,1,A,BS8100,16
67075,6,5611,1,A,BJ6907,15
67074,5,6619,0,DROP,BS2127,16
67074,5,6615,1,A,BS2127,16
67072,5,10540,1,B+,ND1201,13
67072,6,5810,1,B,ND1201,15
67067,5,7987,1,A-,BC5371,18
67068,6,4646,1,S,BS7253,15
67068,6,5535,1,A,BS7253,15
67068,6,4762,0,DROP,BS7253,15
67093,5,10539,1,A,ND0410,16
67094,6,4646,1,A-,BS3310,18
67094,6,5618,1,A,BS3310,18
67094,6,4796,0,DROP,BS3310,18
67312,5,6723,0,DROP,BS3312,15
67312,5,6617,1,B+,BS3312,15
67311,6,4813,0,DROP,BS8122,14
67311,6,4646,1,A,BS8122,14
67092,6,5515,1,A,BS2121,20
67092,5,6620,0,DROP,BS2121,18
67092,5,6615,1,A,BS2121,18
67091,5,7531,1,B,ND1220,16
67085,6,5610,1,A,BA2119,17
67084,5,7545,1,C,ND1206,15
67086,5,7515,1,A-,ND0410,16
67310,6,5510,1,A,ND1220,16
67322,5,7530,1,A-,BA4253,15
67318,6,5500,1,B+,BB6126,16
67319,5,7987,1,B-,ND1105,15
67319,5,7667,1,B+,ND1105,15
67333,6,5614,1,A,BS7252,17
67320,6,5514,1,A,ND0610,18
67323,6,5521,1,A,BS2522,12
67323,5,6723,0,DROP,BS2522,16
67323,5,6617,1,C+,BS2522,16
67331,6,5496,1,A,BS6924,15
67325,6,14553,1,A,BB6121,19
81220,4,14959,1,B,ND1201,15
81220,6,5810,0,WP,ND1201,11
67328,5,7520,1,B,BS7269,17
67315,5,7554,1,A,ND1206,16
68196,4,10914,1,B,ND9956,10
68196,6,5536,1,A,BA4253,16
68194,6,5530,1,S,BB6125,16
68195,5,7518,1,B,BS3103,18
68187,5,7888,1,B,ND8835,17
68193,6,5944,1,B+,ND0407,7
68192,5,7526,1,A-,ND9961,16
68189,5,6619,0,DROP,BS7251,16
68189,5,6615,1,C,BS7251,16
67334,5,7883,0,WF,BA4101,15
67334,5,7531,1,B+,BA4101,15
68188,6,5538,1,C,BS2507,17
68416,5,7974,0,WF,ND1201,16
68416,5,7524,1,B+,ND1201,16
69577,6,5526,1,A,BC5371,20
68211,6,5510,1,B,BB6156,16
68212,5,10542,0,WP,ND8837,17
68213,5,7880,1,B,ND1206,15
68213,5,7548,1,A,ND1206,15
68205,5,10540,1,B-,ND1201,15
68202,5,7881,1,A,BS8122,15
68202,6,5514,1,A-,BS8122,17
68209,6,5618,1,B,ND8837,16
68199,5,10545,1,A-,ND1206,16
68217,5,7537,1,A-,BA4252,15
68221,5,7543,1,A-,BC5363,16
68467,5,6720,0,DROP,BS1937,15
68467,5,6616,1,A,BS1937,15
68220,6,5515,1,A,BJ6906,15
68470,5,7667,0,WF,ND9961,15
68475,5,7542,1,B,BS7269,16
68469,5,10541,1,C+,ND1206,15
68228,5,14785,1,A,ND1220,15
68216,6,5502,1,A-,BM5107,14
68226,6,5497,1,A,BB6158,15
68224,5,7531,1,B+,BA4101,15
69392,6,5497,1,A-,BA4214,17
69635,6,4648,0,DROP,BS7264,16.5
69635,6,4645,1,B-,BS7264,16.5
69635,6,5508,1,A,BS7264,16.5
69633,6,5499,1,A,BB6158,14
69631,5,7876,1,A,ND1206,15
69631,5,10544,1,A,ND1206,15
69403,6,5806,0,NC,ND1206,15
69403,6,5500,1,S,ND1206,15
69630,5,7985,1,B-,ND1201,15
69630,5,10537,1,B+,ND1201,15
69398,5,7519,1,B+,ND1220,16
69400,5,10537,1,A-,ND1206,14
69401,5,6619,0,DROP,BS2127,16
69401,5,6615,1,A,BS2127,16
69384,5,7521,1,A,ND1206,15
69383,5,7540,1,B,BA5232,14
69380,5,7886,1,B+,BA4101,15.5
69382,5,6723,0,DROP,BS2121,16
69382,5,6617,1,C+,BS2121,16
69382,6,4651,0,DROP,BS2121,15
69382,6,4649,1,A-,BS2121,15
69377,6,5805,1,A-,BC5363,16
69377,5,10536,1,A,BC5363,16
69378,5,7528,1,B+,BJ6906,16
69379,5,6617,1,C-,BS2127,16
69379,5,6724,0,DROP,BS2127,16
69373,6,4645,1,C,BS7260,19.5
69373,6,4812,0,DROP,BS7260,19.5
69375,6,5497,1,A,BS6468,15
69367,5,7518,1,A,ND1201,15
69636,6,5615,1,B,ND8837,16
69372,5,10534,0,F,BC5363,16
69389,6,5805,1,B+,ND1206,16
69390,6,5508,1,A,BS2522,18
69390,5,6619,0,DROP,BS2522,15
69390,5,6615,1,A,BS2522,15
69387,6,5514,1,A,BM5115,16
69368,6,5535,1,A,BS4238,15
69370,5,10540,1,A,ND1201,16
69364,5,7523,1,A,ND8837,16
69363,5,7531,1,C,BA4101,15
69362,6,5507,1,A,BJ6907,15
69360,5,10536,1,A,BA4101,16
68481,5,7526,1,A,ND1201,14
68479,6,5533,1,A,BS7256,16
68477,5,10536,1,A,BS5327,17
68478,6,5536,1,A-,BS2507,15
68478,6,4646,1,C,BS2507,15
68478,6,4762,0,DROP,BS2507,15
70511,6,5609,1,B,ND0210,12
70512,5,7514,1,A,ND1220,15
69645,5,6619,0,DROP,BS2127,17
69645,5,6615,1,B,BS2127,17
69642,5,7537,1,A,ND1220,16
69646,6,5503,1,A,BJ6907,15
69641,6,5514,1,A-,BS2127,18
69641,5,6620,0,DROP,BS2127,16
69641,5,6615,1,A,BS2127,16
69650,6,5519,1,A,ND1220,15
69651,5,7559,1,A,BA4253,16
69652,6,5527,1,S,BB6127,15
69649,6,5530,0,I,BA4253,14
69649,5,7877,0,WF,BA4253,15
69649,5,7515,0,WF,BA4253,15
69639,5,7987,0,WF,ND1105,16
69639,6,5612,0,NC,ND1105,10
69640,6,11093,1,A,BS8122,15
70528,6,5502,1,A,ND8837,15
70522,6,5612,1,A,BB6137,18
70524,6,5530,1,A-,BB6127,13
70521,6,4647,0,DROP,BS7263,15.5
70521,6,4645,0,NC,BS7263,15.5
70521,5,6618,0,DROP,BS7263,14
70521,5,6615,0,WP,BS7263,14
70526,6,5526,1,A,BS6317,18
70520,6,5526,1,A,BS7256,16
70515,5,10545,1,A,ND1201,17
70513,6,5805,1,S,BA5242,13
70513,6,5515,1,A,BA5242,13
66261,5,7512,1,A-,ND8835,13
70545,5,7985,1,D+,ND1201,15
70545,6,5945,1,B,ND1201,16
70542,5,7887,1,D-,ND1105,12
70542,5,7667,1,C+,ND1105,12
70533,6,5807,1,B+,ND8835,16
70533,6,5531,1,A,ND8835,16
70543,6,5521,1,A,BS2127,13
70543,5,7875,1,D+,BS2127,16
66263,5,6721,0,DROP,BS8122,15
66263,5,6616,1,A,BS8122,15
70534,6,5528,1,A,ND0610,15
70540,5,10541,1,B+,BS6474,15
70539,5,7552,1,A-,ND1201,17
70541,6,5517,1,A,BC5373,19
70544,6,5507,1,A,BB6121,13
70538,6,5805,1,A,BS6308,18
70538,6,5527,1,A,BS6308,18
70536,6,5612,1,A,ND0610,18
66265,6,5809,1,B,ND1206,16
66265,5,7521,1,A,ND1206,15
81241,5,7985,1,C,BA4101,17
81239,4,5091,0,DROP,BS2522,12
81239,4,4975,1,A,BS2522,12
70552,6,4812,0,DROP,BS6470,16
70552,6,5510,1,A,BS6470,16
70552,6,4645,1,A-,BS6470,16
70553,6,5510,1,S,BA4211,18
70551,6,5513,1,A,BS8169,15
70548,5,7879,1,B,ND1201,16
67135,5,7888,1,A,BS6176,17
67135,6,5515,1,A,BS6175,18
67134,5,7878,1,B,ND0610,17
66273,6,5496,1,A,BB6127,15
66276,5,7879,1,C-,ND1206,15
66276,5,7517,1,A,ND1206,15
67133,5,7873,1,B,BS8178,16
66275,5,6621,0,DROP,BS2127,16
66275,5,6615,1,A,BS2127,16
66275,6,5512,1,A,BS2127,17
66271,5,7531,1,D,BA4101,13
66270,6,4796,0,DROP,BS2127,15
66270,6,4646,1,S,BS2127,15
66269,6,5511,1,A,BB6121,17
66267,6,5943,0,WP,BS8100,20
66268,6,5508,1,B+,BS8167,12
67136,6,5944,0,FS,ND1105,10.5
67136,5,7884,1,D-,ND1105,15
67136,5,7667,1,B-,ND1105,15
67122,5,7558,1,A-,BA4201,15
67123,5,7523,1,A,BA4105,15
67123,6,5809,1,B,BA4101,17
67119,5,7974,1,D,BA4101,16
67119,5,7558,1,C+,BA4101,16
67120,6,5532,1,A,BC5371,15
67121,6,5944,1,S,ND1201,13
66280,6,5613,1,B+,BS8167,15
66279,6,5522,1,A-,BS2121,18
66279,5,7875,1,C-,BS2121,16
67146,5,10545,1,B,ND1220,16
67154,5,7524,1,A,ND0210,17
67145,6,5498,1,B,ND0407,15
67140,6,5616,1,B,BS8167,16
67137,6,5517,1,A,BJ6907,18
67139,6,5500,1,S,BA4211,15
67139,5,7974,1,B,BA4211,17
67155,5,7544,1,B,ND1201,16
67155,6,5810,1,S,ND1201,15
67144,5,7530,1,B+,BS6306,16
81471,4,14959,1,A,ND0910,13
81471,6,5808,1,A,BA4101,17
67149,6,5810,1,B+,ND1206,16
67149,6,5517,1,A-,ND1206,16
67149,5,7883,1,D-,ND1206,15
60899,6,5517,1,A,ND8837,16
60900,6,4646,1,C,BS3310,18
60900,6,4796,0,DROP,BS3310,18
60897,6,5510,1,A-,BS7251,17.5
60897,5,6618,0,DROP,BS7251,15
60897,5,6615,1,A,BS7251,15
60898,5,10535,1,A,ND8835,15
84866,6,5500,1,A,BA1942,17.5
60895,6,5511,1,S,ND0610,15
67161,5,7537,1,B+,ND1220,15
67158,5,7513,1,A,BA5217,16
60896,5,10537,1,A,ND1201,17
60894,6,5807,1,B-,BS8100,16
60894,6,5500,1,B+,BS8100,16
67398,5,7525,1,A,BJ6907,17
67399,5,6617,1,A,BS1904,17
67399,5,6725,0,DROP,BS1904,17
67399,6,5512,1,A,BS1904,17
67162,5,10534,1,A-,BJ6907,16
81472,6,14391,0,FS,ND1205,10
67396,5,7518,1,A,ND0210,15
67395,5,7536,1,A,ND1206,15
67395,5,7879,1,D,ND1206,15
67395,6,5943,0,WN,ND1206,16
67393,6,4813,0,DROP,BS3313,19
67393,6,4646,1,B,BS3313,19
67391,5,7553,1,A,ND1206,16
67387,6,9611,1,A,BA4253,17
67385,6,4795,0,DROP,BS6470,16
67385,6,4645,1,B+,BS6470,16
67390,6,5612,1,A,BA4101,16
67383,6,5516,1,A-,BS6924,16
67389,6,5616,1,B,ND6603,17
67389,5,7882,1,B-,ND6603,16
67382,5,7975,1,B-,BS3314,16
67382,6,4796,0,DROP,BS3314,17
67382,6,4646,0,NC,BS3314,17
67379,5,7559,1,B-,ND1105,15
67384,5,7878,0,F,ND1206,16
67384,5,10535,0,F,ND1206,16
67378,6,5499,1,A,BS5327,15
61197,6,5529,1,A,BS2126,15
61197,5,6722,0,DROP,ND8837,15
61197,5,6617,1,A-,ND8837,15
61195,5,7884,1,C-,ND0610,15
61195,6,5539,1,A,BA4101,16
61198,5,10542,0,WN,BS7269,17
60924,5,7560,1,A-,ND0210,16
60927,5,6619,0,DROP,ND0407,15
60927,5,6615,1,A,ND0407,15
60942,5,7537,1,B,ND1220,16
60941,5,7875,1,B-,BB6127,17
60925,5,7875,1,B,ND0610,17
60925,6,5537,1,A,ND0610,16
60919,5,7516,1,B,ND1220,16
60917,6,5498,1,A,BA4407,18.5
60916,5,7514,1,A,ND1220,15
60920,5,6619,0,DROP,BS2121,16
60920,5,6615,1,A-,BS2121,16
60920,6,5512,1,A-,BS2121,20
60929,6,4647,0,DROP,BS2127,15
60929,6,5539,1,A,BS2127,15
60929,6,4645,1,B-,BS2127,15
60937,6,5520,0,FS,BA4101,10
60936,6,5515,1,A,BS4232,15
60933,5,7549,1,A-,BA4201,15
60930,5,7542,1,B,BS7269,17
60910,6,4645,1,A-,BS2127,13
60910,6,4795,0,DROP,BS2127,13
60914,6,4812,0,DROP,BA2128,13
60914,6,4645,1,B+,BA2128,13
60907,6,5664,1,A,BS3316,15
60907,6,4796,0,DROP,BS3316,15
60907,6,4646,1,B-,BS3316,15
60903,5,6617,1,B+,BA4252,16
60903,5,6725,0,DROP,BA4252,16
60906,6,5502,1,A,BB6125,17
60912,6,5533,1,B+,ND8837,15
60911,6,5614,0,WN,BM5107,15.5
60908,6,5805,1,A-,ND1206,16
60905,6,5498,1,A,BA4252,15
60904,5,7552,1,B+,ND1201,14
62222,5,6723,0,DROP,BS3312,15
62222,5,6617,1,C,BS3312,15
62222,6,5610,1,A,BS3312,15
62220,6,5538,1,A,ND0410,15
62220,6,4646,1,A-,ND0410,15
62220,6,4796,0,DROP,ND0410,15
62217,5,7880,0,WF,ND0610,17
61211,6,5514,0,I,BB6121,17
62205,6,5516,0,I,ND1220,15
62218,6,5515,1,A,BS6308,15
62218,5,7881,1,B-,BS6308,17
61209,5,7887,1,D-,BS8171,14
62212,6,5515,1,A,BB6125,15
62211,6,5807,1,C+,BB6127,15
62211,6,5527,1,S,BB6127,15
62211,5,7882,0,WP,ND0610,19
62213,5,7875,0,WP,BB6127,17
62213,6,5533,1,B+,BB6127,14
62215,5,10534,1,B-,ND0210,17
62210,5,10536,0,FS,ND8838,15
62210,6,5518,0,FS,ND8838,15
62214,5,7560,1,A,ND0210,15
61205,5,6720,0,DROP,BS3316,15
61205,5,6616,1,A,BS3316,15
61204,6,5530,1,B+,BA4101,15
61203,6,4645,1,S,BS3310,18
61203,6,4812,0,DROP,BS3310,18
61203,6,5534,1,B,BS3310,18
62204,6,5521,1,B,BS2127,14
62202,6,5532,1,S,BS8167,15
62195,6,5810,1,B,BS8119,13
62197,5,7882,1,B,ND0410,17
62197,5,7549,1,A,ND0410,17
62193,6,5509,1,B+,BB6132,19
63615,6,5511,1,A-,BC5363,13
63610,5,7512,1,A,ND1220,16
63613,6,5535,1,A,BS7255,15.5
62502,6,4645,1,A,BS6474,15
62502,6,4812,0,DROP,BS6474,15
62495,6,5536,1,A,ND1220,16
62493,5,7883,1,C,BA4101,16
62496,5,7883,1,D+,ND0410,16
62496,6,5533,1,A,ND0410,18
62230,5,7880,1,D,ND1201,15
62230,5,7548,1,C+,ND1201,15
62226,6,5533,1,A,BB6124,16
62240,5,7541,1,A,ND1220,16
62238,6,4646,1,S,BS3313,14
62238,6,5526,1,A,BS3313,14
62238,6,4762,0,DROP,BS3313,14
62237,6,5504,1,B,BC5373,20
62236,6,5504,1,A-,BC5372,15
62232,5,10537,1,B+,ND1206,15
62231,6,5497,1,A,BS6307,17
62225,5,7888,1,A,BB6156,17
62223,6,5620,1,B-,BC5373,16
62224,6,4813,0,DROP,BS2522,17
62224,6,4646,1,B,BS2522,17
63989,5,7526,1,B+,ND9961,16
91704,4,6271,1,C,BA4105,15
63991,5,10537,1,A,ND1201,17
63993,6,5809,1,B,BS5327,17
63994,6,4645,0,NC,BS7254,14.5
63994,6,4647,0,DROP,BS7254,14.5
63994,5,7530,1,B,ND1105,17
91705,4,5903,1,A,BA4253,15
63995,5,10540,1,B+,ND8837,15
63630,6,5806,1,B+,BS4238,15
63630,6,5502,1,A,BS4238,15
63992,5,6620,0,DROP,BS2507,15
63992,5,6615,1,B,BS2507,15
63632,5,7549,1,B-,BJ6906,16
63647,6,5503,1,A,ND0210,19
63627,5,7876,1,C,BS6836,14
63649,6,5617,1,A,BS6925,21
63641,5,7552,1,B+,ND1207,16
63628,5,14786,1,A-,ND1206,16
63628,5,7878,1,C,ND1206,16
63981,6,5496,0,NC,BS6925,15.5
63646,6,5530,1,S,BB6137,12
63648,6,5534,1,A,ND1220,16
63639,6,5517,1,A,BB6158,18
63636,5,7540,1,B-,BA5232,15
63640,5,7887,1,B-,BS8171,16
63633,5,10536,1,A,ND1220,16
63625,5,7985,1,C+,ND1206,15
63625,5,7521,1,A,ND1206,15
63631,5,7883,1,C-,ND1206,19
63631,5,10545,1,A,ND1206,19
63623,5,7883,1,C+,BS2127,16
63623,6,4646,1,C,BS2127,19
63623,6,5496,1,A,BS2127,19
63623,6,4762,0,DROP,BS2127,19
63626,5,7887,1,A,BS6306,15
63634,6,5517,1,A,BB6121,16
63620,6,4648,0,DROP,BF5154,17
63620,6,4645,1,B+,BF5154,17
64804,6,5530,1,B+,BS8167,16
64804,5,7886,1,C+,BS8167,17
64777,5,10532,1,B,BS6306,17
64801,5,7517,1,A,ND8837,17
60414,5,10538,1,A,ND1105,15
64780,5,7886,1,B-,BS6308,17
64780,6,5502,1,A,BS6308,15
64784,5,10545,1,A,BJ6906,17
64818,5,7528,1,A,BS6179,16
64818,6,5810,1,S,BS6179,17
59857,5,6723,0,DROP,BS3316,16
59857,5,6617,1,A,BS3316,16
59860,5,7879,1,C-,ND1206,15
59860,5,7536,1,A,ND1206,15
59860,6,5809,1,B,ND1206,16
64783,5,7554,1,C+,ND1206,15
64815,6,5512,1,A,BS7257,19
60394,6,5805,0,WP,BS5327,19
60394,5,7880,0,WF,BA4101,15
60394,5,7532,1,B+,BA4101,15
60391,5,7512,1,A,BA4101,16
60399,6,4645,1,A-,BS2121,20
60399,6,4647,0,DROP,BS2121,20
60392,6,5530,1,B+,BC5372,15
64807,5,7881,1,C+,BS6306,17
64821,6,4761,0,DROP,BS3310,18
64821,6,4646,1,C+,BS3310,18
64821,6,5507,1,A,BS3310,18
64803,6,5497,1,A,ND1201,16
64803,5,7512,0,WP,ND1201,16
64810,5,6719,0,DROP,BS2127,16
64810,5,6616,1,A,BS2127,16
64817,5,7541,1,B,BA4221,14
60389,5,7521,1,B,ND9961,15
60401,5,7512,1,A,ND1206,15
60407,5,7540,1,B-,BA5230,15
60408,5,7522,1,A,ND1201,16
60408,6,5944,1,B+,ND1201,14
59868,5,7546,1,A,BA4101,15
60387,5,7875,1,D+,BS8171,16
60388,5,7554,1,A-,ND1206,15
59867,6,5610,1,S,BC5370,15
59861,6,5519,1,A,BA4203,17
59861,6,9612,0,WF,BA4203,17
59856,5,7513,1,A,BS6178,16
59859,6,5507,1,A,BS7257,16.5
59855,6,5519,1,A,BB6125,15
59853,6,4648,0,DROP,BS2127,17
59853,6,4645,1,C-,BS2127,17
59853,5,7884,1,C,BS2127,16
59852,6,5514,1,B,ND0610,15
60404,5,10535,1,A,ND0210,16
64822,5,10536,1,C,ND0210,16
64814,5,6723,0,DROP,BS6470,15
64814,5,6617,1,A,BS6470,15
64814,6,9612,1,A,BS6470,18
64816,6,5505,1,B,BM5107,18.5
64809,6,5808,1,A,ND1206,16
64813,6,5503,1,A,BS5327,16
64812,5,10535,1,B,BC5329,17
64812,6,9611,1,B+,BC5329,18
64806,5,7516,1,A-,BS6306,16
64808,5,6619,0,DROP,BS2522,15
64808,5,6615,1,A-,BS2522,15
64800,5,7886,1,A,BS6474,15
64805,5,7888,1,C+,BS6308,15
64805,6,5500,1,B,BS6308,16
64790,6,5538,1,A-,BA5232,18
64796,6,5535,1,A,BJ6906,15
64797,6,4645,1,S,BS7257,16
64797,6,4795,0,DROP,BS7257,16
64797,6,14107,1,B,BS7257,16
64786,5,6723,0,DROP,BS3314,15
64786,5,6617,1,C,BS3314,15
64786,6,5664,1,A,BS3314,16
64792,6,5531,1,B,ND9961,16
64785,6,4646,1,B,BS8171,16
64785,6,4796,0,DROP,BS8171,16
64787,5,7519,1,B+,ND1201,14
64782,6,4761,0,DROP,BS2121,16
64782,6,4646,1,A,BS2121,16
64782,6,5515,1,A,BS2121,16
64776,6,5944,1,A,BA4407,16
64781,6,5527,1,A,BA4253,15
64781,5,7886,1,B+,BS6308,17
60416,6,4648,0,DROP,BS8122,15
60416,6,4645,1,A,BS8122,15
81502,4,6274,1,B-,BB6125,17.5
60419,6,5512,1,A,BB6121,19
60410,5,7975,1,B-,BS2121,15
64526,6,5496,1,A,BS6316,12
59979,5,10544,1,A,ND1206,15
64532,5,7517,1,A,BA4203,14
60430,5,7537,1,A,ND1220,16
60428,6,5526,1,A,BB6158,18
64523,5,7884,1,B+,BB6127,17
64523,5,7519,1,B-,BB6127,17
60425,6,4645,1,A-,BS3310,18
60425,6,4812,0,DROP,BS3310,18
60434,6,4646,1,A-,BS6470,16
60434,6,4796,0,DROP,BS6470,16
59982,5,10535,1,A,BA4253,17
59974,5,6718,0,DROP,BS7251,15
59974,5,6616,1,A-,BS7251,15
59978,5,7987,1,B+,ND1201,15
59978,5,10537,1,A,ND1201,15
59975,5,7531,1,A-,BA4101,15
64521,6,5526,1,A,ND0610,18
64518,6,4761,0,DROP,BS2127,15
64518,6,4646,1,B+,BS2127,15
64519,6,5497,1,A,BB6125,18
64519,5,7985,1,B+,ND0610,17
64517,5,7519,1,B+,ND1220,15
60436,5,7882,1,C+,BB6127,18
60436,6,5536,1,A,BB6127,18
60437,5,7876,1,C,ND1206,15
60437,5,10544,1,C+,ND1206,15
60435,6,5508,1,A,ND0610,19
60432,5,6724,0,DROP,BS7257,16
60432,5,6617,1,A,BS7257,16
60429,5,7515,1,C+,ND1220,16
60431,6,4812,0,DROP,BS6474,15
60431,6,4645,1,A-,BS6474,15
60427,6,5526,1,A,ND8837,16
59980,6,5535,1,A,BB6127,19
81513,5,7974,0,FS,BS2522,17
59983,6,5809,1,S,ND0210,18
59983,6,5599,0,FS,ND0210,18
59976,5,6618,0,DROP,BS7251,14
59976,5,6615,1,A,BS7251,14
64531,5,7547,0,FS,BA4253,13
64531,6,5533,1,B+,BA4253,15
64530,6,5511,1,S,BC5373,9
64530,5,7985,1,C+,BC5373,16
64524,6,4646,1,A,BS2126,19
64524,6,4762,0,DROP,BS2126,19
64529,6,5534,1,B,ND8837,13
64525,6,5944,1,S,BS6308,16
64525,6,5533,1,A-,BS6308,16
64525,5,7886,0,WF,BS6308,19
69858,6,4646,1,A,BS2121,16
69858,6,5515,1,A,BS2121,16
69858,6,4762,0,DROP,BS2121,16
69878,5,7559,1,A,ND1206,15
69859,6,5617,1,A,BS6308,16
69855,6,5611,1,A,BS8171,15
69861,6,5531,1,A,ND0210,15
69862,5,7887,1,C,BS7270,17
69862,5,7512,1,A,BS7270,17
69874,6,9611,1,B-,ND1206,17
69877,5,10534,1,A,BA5234,18
69881,6,5508,1,A,ND0610,10
69876,6,5503,1,A,BC5371,17
69883,6,5504,1,A,ND0610,14
69879,6,4813,0,DROP,BS2127,16
69879,6,4646,1,A-,BS2127,16
69875,6,5497,1,B+,BS6308,20
69875,5,7883,1,B-,BS6308,16
69880,5,7558,1,A,ND1220,15
69869,6,5504,1,A,BB6124,17
69863,6,5517,1,A-,BS2522,16
69863,5,7882,1,B-,BS2121,15
69868,6,5810,1,B+,BB6127,13
69868,6,5533,1,A,BB6127,13
69853,6,5521,1,A,BS8122,17
69853,5,7886,1,B-,BS8122,15
69852,5,7974,1,B,ND1105,15
69852,5,7667,1,A,ND1105,15
69848,5,7532,1,A,ND1220,16
69854,5,7546,1,A,BS7269,17
70700,6,5809,0,WP,ND1201,16
70483,5,7880,1,C+,ND1206,15
70483,5,7548,1,A-,ND1206,15
70710,6,5501,1,A,BS6316,18
