acad_plan,acad_plan_desc,acad_career,degree,college,dept_code,acad_plan_type,eff_status
MS8894,Textiles & Clothing,GRAD,MSHCS,HSP,36,MAJ,I
CTCBIG,Conservation Biology,GRAD,,A&S,21,CRT,A
CTDIAG,Diabetes,GRAD,,HSP,81,CRT,A
CTNEDG,Post-Masters Nurse Educator,GRAD,,HSP,32,CRT,A
DP8140,Physical Therapy,GRAD,DPT,HSP,79,MAJ,A
MA4221,Economics,GRAD,MA,A&S,26,MAJ,A
MS6401,Home Economics,GRAD,MSHEC,HSP,36,MAJ,I
MS6403,Nutrition Science,GRAD,MSHCS,HSP,81,MAJ,I
MS6460,Child Development & Fam Life,GRAD,MSHEC,HSP,80,MAJ,I
MS6462,Home Economics Education,GRAD,MSHEC,HSP,36,MAJ,I
MS6471,Food and Nutrition Sciences,GRAD,MSFNS,HSP,81,MAJ,A
MS6942,Individual Program of Study,GRAD,MS,GRAD,0,MAJ,A
MS8101,Hlth Sport Sci/P.E./Rec,GRAD,MSPE,HSP,39,MAJ,I
MS8129,Sports Admin/MBA,GRAD,MSA,COB,84,MAJ,I
MS8544,Family Living,GRAD,MS,HSP,36,MAJ,I
MS8602,Industrial Technology,GRAD,MS,EHS,,MAJ,I
MS8868,Athletic Training,GRAD,MSRSS,HSP,39,MAJ,I
CTHLPM,AOA Health Policy,MED,,OST,,CRT,A
ND1210,Osteopathic Medicine,MED,,OST,63,MAJ,A
NONDEGREEM,Medical Nondegree Seeking,MED,NONDEGRE,OST,,MAJ,A
CTFIPL,Financial Planning,UGRD,,COB,24,CRT,A
CTITAL,Italian Studies,UGRD,,A&S,16,CRT,A
CTPOLC,Political Communication,UGRD,,COM,75,CRT,A
NDDARU,Academic Record,UGRD,,REG,,MAJ,I
OR4221,Economics,UGRD,,A&S,26,MIN,A
OR4231,Geography,UGRD,,A&S,9,MIN,A
OR5222,German,UGRD,,A&S,16,MIN,A
ORCOMS,Communication Studies,UGRD,,COM,29,MIN,A
OR6360,Applied Nutrition,UGRD,,HSP,36,MIN,A
ND5187,Music Therapy,GRAD,,FAR,51,MAJ,I
ND5291,Linguistics,GRAD,,A&S,13,MAJ,A
ND5292,Linguistics - TEFL,GRAD,,A&S,13,MAJ,A
ND5334,Intercultural/Cross Cultural,GRAD,,COM,29,MAJ,I
ND5337,COMS-Comm. Comprehensive,GRAD,,COM,29,MAJ,I
ND6210,Comp Mental Retarded,GRAD,,EHS,34,MAJ,I
ND6224,Social Studies Education,GRAD,,EHS,34,MAJ,I
ND6226,Cultural Studies,GRAD,,EHS,74,MAJ,A
ND6269,Curriculum & Instruction,GRAD,,EHS,34,MAJ,A
BC8817,Interpersonal Communication,UGRD,BSC,COM,29,MAJ,I
BC8850,Telecommunications-Multimedia,UGRD,BSC,COM,31,MAJ,I
BF1924,Film Tutorial,UGRD,BFAFILMT,FAR,87,MAJ,A
BF5122,Art Education,UGRD,BFA,FAR,53,MAJ,I
BF5148,Pre-Art Therapy,UGRD,BFA,FAR,53,MAJ,I
BF5167,Theater Arts/Drama-Management,UGRD,BFA,FAR,50,MAJ,I
BF5168,Stage Management,UGRD,BFA,FAR,50,MAJ,A
BF6903,Photo Illustration,UGRD,BFA,COM,53,MAJ,I
BF8550,General Fine Arts,UGRD,BFA,FAR,0,MAJ,I
BF8598,Theater & Speech Education,UGRD,BFA,FAR,50,MAJ,I
ND6298,CMH and School Counseling,GRAD,,EHS,35,MAJ,A
ND6364,"Apparel,Textiles & Merchandisi",GRAD,,EHS,83,MAJ,I
ND6403,Nutrition Science,GRAD,,HSP,81,MAJ,I
ND6406,Textiles & Clothing,GRAD,,EHS,83,MAJ,I
ND6506,Computer Educ/Technology,GRAD,,EHS,74,MAJ,A
ND6839,Middle Child Education,GRAD,,EHS,34,MAJ,I
ND6842,Middle School Education,GRAD,,EHS,34,MAJ,I
ND6857,Adolescent/Young Adult Educ,GRAD,,EHS,34,MAJ,A
ND6865,Spanish Education,GRAD,,EHS,34,MAJ,I
ND6866,AYA Integrated Language Arts,GRAD,,EHS,34,MAJ,A
ND6869,AYA Integrated Science,GRAD,,EHS,34,MAJ,I
ND6940,Undec-Graduate,GRAD,,GRAD,0,MAJ,A
ND6949,Molecular/Cellular Biol,GRAD,,A&S,5,MAJ,A
BJ6941,Journalism,UGRD,BSJ,COM,30,MAJ,I
BJ8678,Public Relations,UGRD,BSJ,COM,,MAJ,I
BM5053,Instrumental Performance,UGRD,BMUS,FAR,51,MAJ,A
BM5108,Music in Business,UGRD,BMUS,FAR,51,MAJ,I
BM5113,Music Education,UGRD,BMUS,FAR,51,MAJ,I
BS1204,School Nurse,UGRD,BSN,HSP,32,MAJ,I
BS1212,Specialized Studies,UGRD,BSS,UNC,58,MAJ,I
BS1911,Geography,UGRD,BSGEOG,A&S,9,MAJ,I
BS1941,Comm Sciences & Disorders,UGRD,BSCSD,HSP,79,MAJ,A
BS2016,Bot Pre-Forestry,UGRD,BS,A&S,5,MAJ,I
BS2017,Bot Prep for Advanced Training,UGRD,BS,A&S,5,MAJ,I
BS2112,PBIO Pre-Forestry,UGRD,BS,A&S,5,MAJ,I
ND8138,Health Policy Certificate,GRAD,,HSP,80,MAJ,A
ND8147,Exercise Physiology Clinical,GRAD,,HSP,81,MAJ,I
ND8154,Ortho Residency,GRAD,,HSP,79,MAJ,A
ND8501,Health Promotion,GRAD,,HSP,80,MAJ,I
ND8515,Secondary Guidance & Counsel,GRAD,,REG,35,MAJ,I
ND8923,TESOL Endorse - Linguistic Trk,GRAD,,A&S,13,MAJ,A
ND8925,Pre-Kindergarten Special Needs,GRAD,,EHS,34,MAJ,A
ND9800,Nondegree Education,GRAD,,EHS,0,MAJ,A
ND9951,Graduate Special,GRAD,,GRAD,0,MAJ,A
BS2127,Bios Pre Professional,UGRD,BS,A&S,21,MAJ,A
BS2144,Zool Pre-Veterinary Medicine,UGRD,BS,A&S,21,MAJ,I
BS3106,Mathematical Statistics Track,UGRD,BS,A&S,15,MAJ,A
BS3323,Geol Sci Environmental Geology,UGRD,BS,A&S,10,MAJ,A
BS4233,Geog Pre-Meteorology,UGRD,BS,A&S,9,MAJ,I
PH2121,Biological Sciences,GRAD,PHD,A&S,21,MAJ,I
PH4211,History,GRAD,PHD,A&S,12,MAJ,A
PH5332,Organizational Communication,GRAD,PHD,COM,29,MAJ,I
PH5334,Intercultural/Cross Cultural,GRAD,PHD,COM,29,MAJ,I
PH5335,Information Systems,GRAD,PHD,COM,29,MAJ,I
PH5361,COMS--Health Communication,GRAD,PHD,COM,29,MAJ,A
PH8681,English Literature,GRAD,PHD,A&S,,MAJ,I
PH8842,Audiology,GRAD,PHD,HSP,28,MAJ,I
BS4237,Geog Prelaw,UGRD,BS,A&S,9,MAJ,I
BS5305,Communication Sciences & Disor,UGRD,BSHSLS,HSP,79,MAJ,A
BS6202,Bookkeeping,UGRD,BSED,EHS,34,MAJ,I
BS6212,Elementary Education,UGRD,BSED,EHS,34,MAJ,A
BS6217,Social Psychology,UGRD,BSED,EHS,34,MAJ,I
BS6241,Music Ed -Instrument Emphasis,UGRD,BSED,EHS,34,MAJ,I
BS6257,Chemistry,UGRD,BSED,EHS,34,MAJ,I
BS6264,Spec Ed Early Childhood,UGRD,BSED,EHS,34,MAJ,I
BS6282,Educ Mental Retarded Sec,UGRD,BSED,EHS,34,MAJ,I
BS6287,Communication Speech Emphasis,UGRD,BSED,EHS,34,MAJ,I
BS6308,Integrated Social Studies,UGRD,BSED,EHS,34,MAJ,A
ME6220,Early Child Intervent Special,GRAD,MED,EHS,34,MAJ,A
ME6250,College Counseling,GRAD,MED,EHS,35,MAJ,I
ME6298,CMH/School Counseling,GRAD,MED,EHS,35,MAJ,A
ME6365,Art Education,GRAD,MED,EHS,34,MAJ,A
ME6857,Adolescent to Young Adult Educ,GRAD,MED,EHS,34,MAJ,A
BS6353,Primary Edu/Early Childhood Ed,UGRD,BSHCS,EHS,34,MAJ,I
BS6361,"Restaurant, Hotel and Tourism",UGRD,BSHCS,EHS,83,MAJ,A
BS6382,Fashion Merchandise &Design,UGRD,BSHEC,HSP,36,MAJ,I
BS6411,Family Study,UGRD,BS,HSP,36,MAJ,I
BS6456,Home Econ Ed,UGRD,BSHEC,HSP,36,MAJ,I
BS6457,Fash Ret Mer,UGRD,BSHEC,HSP,36,MAJ,I
BS6458,Interior Des,UGRD,BSHEC,HSP,36,MAJ,I
BS6466,HEC Dietetics Com Nutrition,UGRD,BS,HSP,36,MAJ,I
BS6468,Child and Family Studies,UGRD,BSCFS,HSP,80,MAJ,A
BS6737,Health Education,UGRD,BSED,EHS,34,MAJ,I
BS6838,Family Life,UGRD,BSED,EHS,34,MAJ,I
BS6850,Soc St/Lang Arts,UGRD,BSED,EHS,34,MAJ,I
AI5508,Assoc. in Individ. Studies,UGRD,AIS,UNC,58,MAJ,A
BA1901,Environmental & Plant Biology,UGRD,ABEPB,A&S,5,MAJ,I
BA1911,Geography,UGRD,AB-GEO,A&S,9,MAJ,I
BA1913,General Theater,UGRD,AB-THAR,FAR,87,MAJ,A
BA1932,Classics,UGRD,BACLASS,A&S,7,MAJ,A
BA1945,"Wom, Gen, & Sexuality Studies",UGRD,AB-WGSS,A&S,77,MAJ,A
BA2012,Bot Horticulture,UGRD,BA,A&S,5,MAJ,I
BA2013,Prep Cell Bio & Biotechnology,UGRD,BA,A&S,5,MAJ,I
BA2017,Bot Prep for Advanced Training,UGRD,BA,A&S,5,MAJ,I
BA2018,Botany,UGRD,AB,A&S,5,MAJ,I
BA2116,PBIO Prep for Advanced Tng,UGRD,AB,A&S,5,MAJ,I
BA2121,Biological Sciences,UGRD,BA,A&S,21,MAJ,I
BA2124,Sanitation,UGRD,AB,A&S,21,MAJ,I
BA2133,Zoology,UGRD,AB,A&S,21,MAJ,I
BS6853,Science/Math,UGRD,BSED,EHS,34,MAJ,I
BS6855,Comprehensive Science,UGRD,BSED,EHS,34,MAJ,I
BS7260,Computer Science,UGRD,BSCS,ENT,44,MAJ,A
BS8126,Athletic Training/Com Hlth Srv,UGRD,BSAT,HSP,81,MAJ,I
BS8128,Campus Recreation,UGRD,BSRS,EHS,82,MAJ,I
BS8207,Physical Educ Secondary,UGRD,BSPE,HSP,39,MAJ,I
BS8505,History,UGRD,BSED,EHS,34,MAJ,I
BS8506,Government,UGRD,BSED,EHS,34,MAJ,I
BS8878,Coaching,UGRD,BSSPS,HSP,39,MAJ,I
BA3103,Math Applied,UGRD,AB,A&S,15,MAJ,I
BA3314,Chem Pre-Medicine,UGRD,BA,A&S,6,MAJ,A
BA3335,Physics Astrophysics,UGRD,AB,A&S,22,MAJ,I
BA4408,Global Studies - Latin America,UGRD,BA,INST,3,MAJ,A
BA5195,Music,UGRD,BA,FAR,51,MAJ,A
BB6124,Business Economics,UGRD,BBA,COB,0,MAJ,A
BS8889,Family & Consumer Sciences Edu,UGRD,BSHCS,HSP,36,MAJ,I
BS8897,Primary Edu/Early Childhood Ed,UGRD,BSHCS,HSP,36,MAJ,I
BS8908,Exercise Physiology,UGRD,BSSPS,HSP,81,MAJ,I
CNEEAB,Arabic for Elem Education,UGRD,,,,CON,A
CNEEEC,Economics for Elem Education,UGRD,,,,CON,A
CNEEFR,French for Elem Education,UGRD,,,,CON,A
CNEEJP,Japanese for Elem Education,UGRD,,,,CON,A
CNEEPY,Psychology for Elem Education,UGRD,,,,CON,A
ND0210,Undecided-HSP,UGRD,,HSP,0,MAJ,A
ND0311,Honors Academy,UGRD,,HTC,0,MAJ,I
ND0710,Undecided Communication,UGRD,,COM,0,MAJ,I
ND1010,Undecided Fine Arts,UGRD,,FAR,0,MAJ,I
ND1208,Undecided,UGRD,,UNC,58,MAJ,A
ND4404,Pre-International Studies,UGRD,,INST,3,MAJ,I
BC1918,Communication Studies,UGRD,BSCOMS,COM,29,MAJ,A
BC2209,Criminal Justice,UGRD,BCJ,UNC,58,MAJ,A
BC5301,Organizational Communication,UGRD,BSC,COM,29,MAJ,I
BC5310,TCOM-Pre-Major,UGRD,BSC,COM,31,MAJ,I
BC5340,INCO-Communication Theory,UGRD,BSC,COM,29,MAJ,I
BC5342,COMS-Organization Comm.,UGRD,BSC,COM,29,MAJ,A
BC5349,Media International,UGRD,BSC,COM,31,MAJ,I
BC5354,Audio-Post Prod Moving Image,UGRD,BSC,COM,31,MAJ,I
BC5365,Media Arts and Studies,UGRD,BSC,COM,31,MAJ,A
BC5373,MDIA - Integrated Media,UGRD,BSC,COM,31,MAJ,A
BC8710,TCOM-Comprehensive,UGRD,BSC,COM,31,MAJ,I
BC8764,Speech,UGRD,BSC,COM,29,MAJ,I
BA5225,Spanish,UGRD,BA,A&S,16,MAJ,A
BA5231,English,UGRD,BA,A&S,8,MAJ,A
ND6357,HSP-Und/Integrated HC Studies,UGRD,,HSP,90,MAJ,A
ND6603,Pre Social Work,UGRD,,HSP,80,MAJ,A
ND6938,Journalism-Undecided,UGRD,,COM,30,MAJ,I
ND8116,Physical Therapy,UGRD,,HSP,79,MAJ,I
ND8838,Pre Physical Education,UGRD,,EHS,82,MAJ,A
ND9812,COM-Exchange,UGRD,,COM,0,MAJ,A
ND9814,ENT-Exchange,UGRD,,ENT,0,MAJ,A
ND9908,INS-Nondegree,UGRD,,INST,3,MAJ,A
ND9914,COM-Nondegree,UGRD,,COM,0,MAJ,A
ND9924,Summer Start,UGRD,,UNC,58,MAJ,I
ND9981,STEP Program,UGRD,,UNC,58,MAJ,A
NDA&S,A&S-Nondegree for Minors,UGRD,NONDEGRE,A&S,0,MAJ,A
NONDEGREEU,Undergraduate Nondegree Seek,UGRD,NONDEGRE,UNC,,MAJ,A
BA5234,English Pre-Law,UGRD,BA,A&S,8,MAJ,A
BA5236,"English Cultures, Rhet & Theor",UGRD,BA,A&S,8,MAJ,A
BA5244,Phil Pre-Law,UGRD,BA,A&S,17,MAJ,A
BA6413,HEC Food Service Management,UGRD,AB,HSP,36,MAJ,I
BA6466,HEC Dietetics Com Nutrition,UGRD,AB,HSP,36,MAJ,I
BA6933,Journalism Magazine Jour,UGRD,BA,COM,30,MAJ,I
BA8910,Inst/Asia,UGRD,BA,INST,3,MAJ,I
BB1921,Management,UGRD,BBAM,COB,25,MAJ,I
OR7253,Electrical Engineering,UGRD,,ENT,44,MIN,I
OR7258,Aviation,UGRD,,ENT,41,MIN,I
ORAART,Allied Arts,UGRD,,,,MIN,I
ORAGRI,Agriculture,UGRD,,,,MIN,I
ORBMGT,Business Management,UGRD,,,,MIN,I
ORELED,Elementary Education,UGRD,,,,MIN,I
ORESTH,Esthetics,UGRD,,,,MIN,I
ORFMER,Fashion Merchandising,UGRD,,,,MIN,I
ORGDSG,Graphic Design,UGRD,,,,MIN,I
ORGOVT,Government,UGRD,,,,MIN,I
ORHUMR,Human Resources,UGRD,,,,MIN,I
ORPHOT,Photography,UGRD,,FAR,,MIN,I
ORSPSY,School Psychology,UGRD,,,,MIN,I
ORVOCA,Vocal,UGRD,,,21,MIN,I
SF6232,French,UGRD,,EHS,34,SEC,I
SF6257,Chemistry,UGRD,,EHS,34,SEC,I
SFSEGG,Geography,UGRD,,,,SEC,I
SFSEGS,General Science,UGRD,,,,SEC,I
VALBME,Bilingual-Multicultural Educ,UGRD,,,,VAL,I
ORCOED,Coaching Education,UGRD,,EHS,82,MIN,A
BS8655,Electrical Engineering,UGRD,BSEE,ENT,,MAJ,I
OR6125,Finance,UGRD,,COB,24,MIN,A
OR5375,Screenwrit & Dig Storytelling,UGRD,,COM,31,MIN,A
CTAFMD,African Cult Thru Music/Dance,UGRD,,INST,3,CRT,A
CTMEST,Middle Eastern Studies,UGRD,,INST,,CRT,I
CTFFSU,French and Francophone Studies,UGRD,,A&S,11,CRT,A
CTLSSC,Lean Six Sigma,UGRD,,ENT,47,CRT,A
OR8121,Coaching,UGRD,,EHS,,MIN,I
CTWSTU,Women's and Gender Studies,UGRD,,A&S,77,CRT,I
CTAPSU,Appalachian Studies,UGRD,,HSP,80,CRT,A
AA1103,Associate in Home Economics,UGRD,AA,UNC,58,MAJ,I
AA1106,Child Development,UGRD,AAS,EHS,34,MAJ,A
AA5004,Hazard Materials Technology,UGRD,AAS,RHE,59,MAJ,I
AA5014,Office Technology,UGRD,AAB,RHE,59,MAJ,A
AA5017,Equine Studies,UGRD,AAS,RHE,59,MAJ,A
AA5020,Industrial Maintenance,UGRD,AAS,RHE,60,MAJ,A
AA5023,Engineering Technology,UGRD,AAS,RHE,60,MAJ,A
AA5216,Mental Health Tech,UGRD,AA,A&S,19,MAJ,I
AA5320,Ind.Tech-Design,UGRD,AAS,RHE,60,MAJ,I
AA5802,Accounting Technology,UGRD,AAB,RHE,59,MAJ,I
AA5813,Travel & Tourism Management,UGRD,AAS,UNC,59,MAJ,I
AA5814,Equine Studies,UGRD,AAS,UNC,58,MAJ,I
AA5822,Ind.Tech-Design,UGRD,AAS,RHE,60,MAJ,I
BS8524,Agriculture,UGRD,BSED,EHS,34,MAJ,I
BS8537,Education,UGRD,BSED,EHS,34,MAJ,I
BS8543,Environmental Biology,UGRD,BS,A&S,21,MAJ,I
BS8578,Gifted and Talented,UGRD,BSED,EHS,,MAJ,I
BS8590,Social Studies,UGRD,BSED,EHS,34,MAJ,I
BS8623,Industrial Hygiene,UGRD,BSH,HSP,39,MAJ,I
BS8648,Hearing & Speech Sciences,UGRD,BSHS,HSP,,MAJ,I
BS8667,Vocational Home Econ.,UGRD,BSHEC,HSP,,MAJ,I
MA5379,Speech Language Pathology,GRAD,MASLP,HSP,79,MAJ,A
MA6942,Individual Program of Study,GRAD,MA,GRAD,0,MAJ,A
MA8540,English & American Lit.,GRAD,MA,A&S,8,MAJ,I
MA8542,English Literature,GRAD,MA,A&S,8,MAJ,I
MA8592,Speech Pathology,GRAD,MA,HSP,28,MAJ,I
MA8665,Mathematics,GRAD,MA,A&S,,MAJ,I
MA8772,Applied Linguistics/Tefl,GRAD,MA,A&S,13,MAJ,I
MA8913,I.I.P.,GRAD,MA,HSP,,MAJ,I
MB6141,MBA/Sports Admin,GRAD,MBA,COB,25,MAJ,A
MB6145,MBA India,GRAD,MBA,COB,25,MAJ,I
MB6151,Global MBA,GRAD,MBA,COB,25,MAJ,A
MB6153,MBA--Finance Concentration,GRAD,MBA,COB,25,MAJ,A
BS8690,Communications Comp,UGRD,BSED,EHS,,MAJ,I
BS8699,Math Comp,UGRD,BSED,EHS,,MAJ,I
BS8716,Home Economics Education,UGRD,BSHCS,HSP,36,MAJ,I
BS8829,PBIO Field Biology,UGRD,BS,A&S,5,MAJ,I
BS8830,Sport Industry,UGRD,BSSPS,HSP,39,MAJ,I
BC8813,INCO-Political Communication,UGRD,BSC,COM,29,MAJ,I
MB6155,MBA--Exec Mgmt Concentration,GRAD,MBA,COB,25,MAJ,A
MB6159,PMBA -- Bus Analytics Concn,GRAD,MBA,COB,25,MAJ,A
MB6161,PMBA -- Finance Concentration,GRAD,MBA,COB,25,MAJ,A
MB6169,PMBA--Business Venturing Conce,GRAD,MBA,COB,25,MAJ,A
MF5146,Art History,GRAD,MFA,FAR,53,MAJ,I
MM5109,Music--Interdisciplinary,GRAD,MM,FAR,51,MAJ,I
MM5110,Music,GRAD,MM,FAR,51,MAJ,I
MP8175,Public Health,GRAD,MPH,HSP,80,MAJ,A
MS0209,Individual Prog of Study-HSP,GRAD,MS,HSP,0,MAJ,I
MS1217,"Educ,Admin,&Family Nurse Prac",GRAD,MSN,HSP,32,MAJ,I
MS1230,Acute Care Nurse Practitioner,GRAD,MSN,HSP,32,MAJ,I
MS3321,Geological Sciences,GRAD,MS,A&S,10,MAJ,A
MY6163,Master of Accountancy,GRAD,MACC,COB,23,MAJ,A
ND0411,Microbiology,GRAD,,A&S,21,MAJ,I
ND1214,Family Nurse Practitioner,GRAD,,HSP,32,MAJ,A
ND2121,Biological Sciences,GRAD,,A&S,21,MAJ,I
ND4211,History,GRAD,,A&S,12,MAJ,A
ND4231,Geography,GRAD,,A&S,9,MAJ,A
ND4251,Sociology,GRAD,,A&S,20,MAJ,A
ND5138,Theater,GRAD,,FAR,87,MAJ,A
ND5172,Ceramics,GRAD,,FAR,53,MAJ,A
ND5173,Painting,GRAD,,FAR,53,MAJ,I
ND5176,Graphic Design,GRAD,,FAR,53,MAJ,A
ME8682,Secondary School Admin,GRAD,MED,EHS,,MAJ,I
ME8719,Sports Administration,GRAD,MSED,EHS,34,MAJ,I
ME8732,Secondary School Counseling,GRAD,MED,REG,35,MAJ,I
ME8747,Special Educ Mentally Retarded,GRAD,MED,EHS,34,MAJ,I
ME8748,Reading Supervision,GRAD,MED,EHS,34,MAJ,I
MS0809,Individual Prog of Study-EHS,GRAD,MS,EHS,0,MAJ,I
CTEMCG,Engineering Management,GRAD,,ENT,46,CRT,A
EALJCG,"Law, Justice and Culture",GRAD,MA,A&S,65,MAJ,A
ME6366,Higher Education,GRAD,MED,EHS,35,MAJ,A
ND9996,Graduate Cert COB eCampus,GRAD,,COB,25,MAJ,A
CNEEIM,Indonesian/Malay for Elem Ed,UGRD,,,,CON,I
CNEEPY,Psychology for Elem Education,UGRD,,,,CON,I
ND6990,HSP-Undecided Grd,GRAD,,GRAD,0,MAJ,I
CTAACG,Arts Administration,GRAD,,FAR,92,CRT,A
ND9854,Project Management,GRAD,,ENT,47,MAJ,A
ND9964,Veterans Health,GRAD,,HSP,90,MAJ,A
ND9971,Post-Mast Adult Geron Acute,GRAD,,HSP,32,MAJ,A
MS1241,Adult-Ger Acute Care Nurse Pra,GRAD,MSN,,32,MAJ,A
MY6102,Master of Accountancy,GRAD,MACC,COB,23,MAJ,A
BS6605,Social Work,UGRD,BSW,HSP,80,MAJ,A
CTCRCU,Consumer Research,UGRD,,COB,27,CRT,A
CTCDCG,Community Dance,GRAD,,FAR,52,CRT,A
ND5292,Linguistics - TEFL,GRAD,,A&S,13,MAJ,I
ND8168,Healthcare Leadership,GRAD,,HSP,90,MAJ,I
MM5196,Perf-Collaborative Piano-Vocal,GRAD,MM,FAR,51,MAJ,A
MS6606,Social Work,GRAD,MSW,HSP,19,MAJ,A
ND8926,Pre-Health & Physical Educ,UGRD,,EHS,82,MAJ,A
ND9983,War and Peace Studies,GRAD,,INST,3,MAJ,I
ND9989,"Gender, Sexualities & Health",GRAD,,A&S,77,MAJ,I
ND9994,Engineering Leadership,GRAD,,ENT,46,MAJ,I
MB6173,Master of Business Analytics,GRAD,MBAN,COB,67,MAJ,A
CTBACG,Business Analytics,GRAD,CERTG,COB,67,CRT,A
CTGISC,GIS: GIS and Cartograpy,GRAD,CERTG,A&S,9,CRT,A
CTPMCG,Project Management,GRAD,CERTG,ENT,47,CRT,A
CTPMHN,Psych Mental Health Nurse Prac,GRAD,CERTG,HSP,32,CRT,A
CTWARG,War and Peace Studies,GRAD,CERTG,INST,3,CRT,A
EALJCG,"Law, Justice and Culture",GRAD,,A&S,65,MAJ,A
CTFSTC,Forensics Studies Certificate,UGRD,,A&S,13,CRT,A
MI6475,Integrated Health Studies,GRAD,MIHS,HSP,90,MAJ,A
CTMSTG,Museum Studies,GRAD,,FAR,53,CRT,A
CTSEAG,Southeast Asian Studies,GRAD,,INST,3,CRT,A
CTWARG,War and Peace Studies,GRAD,,INST,3,CRT,A
CTFFSG,French and Francophone Studies,GRAD,,A&S,11,CRT,A
CTHLPG,Health Policy,GRAD,,HSP,85,CRT,I
CTWSTG,Women's and Gender Studies,GRAD,,A&S,77,CRT,A
CTTEFL,Teaching English Foreign Lang,GRAD,,A&S,13,CRT,A
MA0709,Individual Prog of Study-COM,GRAD,MA,COM,0,MAJ,I
MA3331,Physics,GRAD,MA,A&S,22,MAJ,A
MA4104,Clinical Psychology,GRAD,MA,A&S,18,MAJ,I
MA4206,African Studies,GRAD,MA,INST,3,MAJ,A
MA4210,Administrative Studies,GRAD,MA,INST,3,MAJ,I
MA5138,Theater,GRAD,MA,FAR,50,MAJ,A
MS6931,Journalism,GRAD,MS,COM,30,MAJ,A
MS7260,Computer Science,GRAD,MSCS,ENT,44,MAJ,A
MS8132,Foundation of Teach/Coaching,GRAD,MSRSS,HSP,39,MAJ,I
MS8143,Athletic Administration,GRAD,MSRSS,COB,84,MAJ,I
MS8702,Family Life,GRAD,MS,EHS,,MAJ,I
MS8797,Recreation,GRAD,MSPE,HSP,39,MAJ,I
MS8821,Public Relations,GRAD,MS,COM,30,MAJ,I
MS8882,Recreation Studies,GRAD,MSRSS,HSP,39,MAJ,I
PH6278,Clinical Mental Health Counsel,GRAD,PHD,REG,35,MAJ,I
PH6842,Middle School Education,GRAD,PHD,EHS,34,MAJ,I
PH8553,Guidance & Counseling,GRAD,PHD,REG,35,MAJ,I
PH8577,Educational Leadership,GRAD,PHD,REG,35,MAJ,I
PH8730,Community Counseling,GRAD,PHD,REG,35,MAJ,I
DO1210,Osteopathic Medicine,MED,DO,OST,63,MAJ,A
ENDREA,Endorsement in Reading,UGRD,,EHS,,END,A
OR5225,Spanish,UGRD,,A&S,16,MIN,A
MS8900,Athletic Administration,GRAD,MSRSS,HSP,39,MAJ,I
MS8903,Sports Administration,GRAD,MSA,HSP,39,MAJ,I
ND5231,English,GRAD,,A&S,8,MAJ,A
ND5316,Speech-Language Pathology,GRAD,,HSP,79,MAJ,I
ND6121,Accounting,GRAD,,COB,23,MAJ,I
ND6143,MBA Brazil,GRAD,,COB,25,MAJ,I
ND6222,Microcomputers in Education,GRAD,,EHS,74,MAJ,I
ND6246,Multiple Handicapped,GRAD,,EHS,34,MAJ,I
ND6250,College Counseling,GRAD,,EHS,35,MAJ,I
BC8831,Communication Sys Mgmt,UGRD,BSC,COM,70,MAJ,I
BC8847,TCOM-Admin/Management,UGRD,BSC,COM,31,MAJ,I
BC8851,TCOM-Media/Society,UGRD,BSC,COM,31,MAJ,I
BF5137,General Theater,UGRD,BFA,FAR,50,MAJ,I
BF5143,Photography,UGRD,BFA,FAR,53,MAJ,I
BF5151,Dance,UGRD,BFA,FAR,52,MAJ,A
BF5165,Theater Arts/Drama-Playwriting,UGRD,BFA,FAR,50,MAJ,I
BF6900,Visual Com-FAR,UGRD,BFA,COM,53,MAJ,I
BF8594,Speech Pathology,UGRD,BFA,HSP,28,MAJ,I
ND6277,Research/Evaluation,GRAD,,EHS,74,MAJ,A
ND6278,Clinical Mental Health Counsel,GRAD,,EHS,35,MAJ,A
ND6463,Textiles & Clothing,GRAD,,HSP,36,MAJ,I
ND6501,Ed Media Management,GRAD,,EHS,34,MAJ,I
ND6843,Secondary School Supervision,GRAD,,EHS,34,MAJ,I
ND6860,AYA Physical Education,GRAD,,EHS,34,MAJ,I
ND6863,French Education,GRAD,,EHS,34,MAJ,I
ND6864,German Education,GRAD,,EHS,34,MAJ,I
ND6875,Mid Child Lic Lang Arts & Math,GRAD,,EHS,34,MAJ,A
ND6931,Journalism,GRAD,,COM,30,MAJ,A
ND6939,Environmental Studies,GRAD,,A&S,0,MAJ,I
ND6946,Molecular/Cellular Biol,GRAD,,A&S,6,MAJ,A
ND6948,Molecular/Cellular Biol,GRAD,,A&S,21,MAJ,A
BF8755,Advertising Design,UGRD,BFA,FAR,,MAJ,I
BJ6907,Journalism Strategic Comm,UGRD,BSJ,COM,30,MAJ,A
BJ6909,Journalism Online Jour,UGRD,BSJ,COM,30,MAJ,I
BM5100,Piano,UGRD,BMUS,FAR,51,MAJ,A
BM5104,Piano Pedagogy,UGRD,BMUS,FAR,51,MAJ,A
BM5105,Music Composition,UGRD,BMUS,FAR,51,MAJ,A
BM5106,Music Edu Choral Emphasis,UGRD,BMUS,FAR,51,MAJ,A
BS1221,Nursing,UGRD,BSN,HSP,32,MAJ,A
BS1905,Physics,UGRD,BSPHYS,A&S,22,MAJ,A
BS1929,Computer Science,UGRD,BSCS,ENT,44,MAJ,A
